Fecha,Mes,Dia,Orden de dia,Tipo de dia,Franja,Orden de franja,Aeronave,Alcance,Regimen,Orden de regimen,Origen,Destino,Ruta,N operados,N puntuales,Minutos de demora,N con llegada,Minutos recuperados,Minutos programados,Minutos reales
2017-08-04,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,URS,DME,URS - DME,1,1,1,1,0.0,35,35.0
2017-08-08,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,URS,KUF,URS - KUF,1,1,4,1,-1.0,185,186.0
2017-08-03,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Airbus A319-100,Largo alcance,Demora minima,2,UUD,VKO,UUD - VKO,1,1,5,1,2.0,350,348.0
2017-08-10,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Airbus A319-100,Largo alcance,Demora minima,2,UUD,VKO,UUD - VKO,1,1,4,1,2.0,350,348.0
2017-08-14,Agosto,Lunes,1,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,STW,SVO,STW - SVO,1,1,3,1,-1.0,105,106.0
2017-08-06,Agosto,Domingo,7,Fin de semana,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,STW,SVO,STW - SVO,1,1,1,1,0.0,105,105.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,STW,SVO,STW - SVO,1,1,3,1,2.0,105,103.0
2017-07-30,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,STW,CEK,STW - CEK,1,1,3,1,-2.0,150,152.0
2017-08-06,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora leve,3,MQF,VKO,MQF - VKO,1,1,7,1,-1.0,120,121.0
2017-07-24,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora leve,3,MQF,VKO,MQF - VKO,1,1,6,1,0.0,120,120.0
2017-08-08,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,MQF,OVB,MQF - OVB,1,1,3,1,-2.0,135,137.0
2017-07-29,Julio,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,MQF,SVX,MQF - SVX,1,1,5,1,-1.0,35,36.0
2017-08-04,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora leve,3,MQF,SVX,MQF - SVX,1,1,6,1,0.0,35,35.0
2017-08-03,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,MQF,SVX,MQF - SVX,1,1,3,1,0.0,35,35.0
2017-07-31,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora leve,3,MQF,KZN,MQF - KZN,1,1,6,1,0.0,55,55.0
2017-08-10,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora leve,3,MQF,KZN,MQF - KZN,1,1,6,1,-1.0,55,56.0
2017-08-08,Agosto,Martes,2,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,BZK,DME,BZK - DME,2,2,8,2,0.0,60,60.0
2017-07-25,Julio,Martes,2,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,Salida puntual,1,BZK,DME,BZK - DME,1,1,0,1,-1.0,30,31.0
2017-07-18,Julio,Martes,2,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,BZK,VKO,BZK - VKO,3,3,10,3,-1.0,75,76.0
2017-07-31,Julio,Lunes,1,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,BZK,SVO,BZK - SVO,1,1,4,1,0.0,30,30.0
2017-07-24,Julio,Lunes,1,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,BZK,SVO,BZK - SVO,1,1,4,1,0.0,30,30.0
2017-07-22,Julio,Sabado,6,Fin de semana,Noche (20-23),5,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,BZK,SVO,BZK - SVO,1,1,3,1,0.0,30,30.0
2017-07-19,Julio,Miercoles,3,Dia laborable,Noche (20-23),5,Sukhoi Superjet-100,Corto y medio alcance,Demora leve,3,BZK,SVO,BZK - SVO,1,1,6,1,0.0,30,30.0
2017-07-18,Julio,Martes,2,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,BZK,SVO,BZK - SVO,1,1,4,1,0.0,30,30.0
2017-07-16,Julio,Domingo,7,Fin de semana,Noche (20-23),5,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,BZK,SVO,BZK - SVO,1,1,3,1,0.0,30,30.0
2017-07-19,Julio,Miercoles,3,Dia laborable,Tarde (16-19),4,Boeing 767-300,Largo alcance,Demora minima,2,AER,VKO,AER - VKO,1,1,1,1,2.0,105,103.0
2017-07-23,Julio,Domingo,7,Fin de semana,Tarde (16-19),4,Boeing 767-300,Largo alcance,Demora minima,2,AER,VKO,AER - VKO,1,1,4,1,1.0,105,104.0
2017-08-05,Agosto,Sabado,6,Fin de semana,Tarde (16-19),4,Boeing 777-300,Largo alcance,Demora minima,2,AER,SVO,AER - SVO,1,1,3,1,-1.0,105,106.0
2017-08-03,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,Demora leve,3,AER,KUF,AER - KUF,1,1,6,1,0.0,110,110.0
2017-08-15,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,Demora leve,3,AER,KUF,AER - KUF,1,1,6,1,-2.0,110,112.0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora leve,3,AER,ROV,AER - ROV,1,1,6,1,0.0,35,35.0
2017-07-27,Julio,Jueves,4,Dia laborable,Noche (20-23),5,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,AER,ROV,AER - ROV,1,1,3,1,-1.0,35,36.0
2017-07-16,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,AER,IAR,AER - IAR,1,1,5,1,-2.0,135,137.0
2017-08-06,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,AER,IAR,AER - IAR,1,1,4,1,2.0,135,133.0
2017-08-06,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,AER,PEZ,AER - PEZ,1,1,2,1,2.0,225,223.0
2017-07-30,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Salida puntual,1,AER,IWA,AER - IWA,1,1,0,1,0.0,130,130.0
2017-07-23,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,AER,IWA,AER - IWA,1,1,2,1,2.0,130,128.0
2017-07-21,Julio,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,AER,EGO,AER - EGO,1,1,2,1,0.0,165,165.0
2017-07-16,Julio,Domingo,7,Fin de semana,Tarde (16-19),4,Cessna 208 Caravan,Regional,Demora minima,2,AER,EGO,AER - EGO,1,1,4,1,-1.0,165,166.0
2017-07-28,Julio,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,AER,EGO,AER - EGO,1,1,2,1,-2.0,165,167.0
2017-07-18,Julio,Martes,2,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,Demora severa,5,AER,EGO,AER - EGO,1,0,147,1,-1.0,165,166.0
2017-08-15,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,EGO,DME,EGO - DME,1,1,2,1,0.0,45,45.0
2017-07-24,Julio,Lunes,1,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,Demora minima,2,EGO,ROV,EGO - ROV,1,1,1,1,-1.0,85,86.0
2017-07-20,Julio,Jueves,4,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,Demora minima,2,EGO,ROV,EGO - ROV,1,1,4,1,-1.0,85,86.0
2017-07-25,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,EGO,AAQ,EGO - AAQ,1,1,2,1,0.0,50,50.0
2017-07-27,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,EGO,AAQ,EGO - AAQ,1,1,3,1,0.0,50,50.0
2017-08-12,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,EGO,AAQ,EGO - AAQ,1,1,4,1,0.0,50,50.0
2017-08-13,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,EGO,AAQ,EGO - AAQ,1,1,4,1,0.0,50,50.0
2017-08-13,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,EGO,BZK,EGO - BZK,1,1,3,1,0.0,25,25.0
2017-07-23,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,EGO,BZK,EGO - BZK,1,1,3,1,0.0,25,25.0
2017-07-29,Julio,Sabado,6,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora leve,3,EGO,BZK,EGO - BZK,1,1,6,1,0.0,25,25.0
2017-08-05,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,EGO,BZK,EGO - BZK,1,1,2,1,0.0,25,25.0
2017-07-25,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,EGO,AER,EGO - AER,1,1,2,1,-2.0,165,167.0
2017-08-07,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,EGO,AER,EGO - AER,1,1,3,1,0.0,165,165.0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,ARH,DME,ARH - DME,1,1,2,1,-1.0,85,86.0
2017-07-21,Julio,Viernes,5,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,ARH,DME,ARH - DME,1,1,2,1,1.0,85,84.0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,ARH,PEE,ARH - PEE,1,1,1,1,1.0,215,214.0
2017-07-30,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,ARH,PEE,ARH - PEE,1,1,1,1,0.0,215,215.0
2017-07-21,Julio,Viernes,5,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,ARH,PEE,ARH - PEE,1,1,3,1,2.0,215,213.0
2017-07-18,Julio,Martes,2,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,ARH,PEE,ARH - PEE,1,1,1,1,4.0,215,211.0
2017-08-12,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Airbus A319-100,Largo alcance,Demora minima,2,ARH,ABA,ARH - ABA,1,1,3,1,4.0,240,236.0
2017-07-16,Julio,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,ARH,NNM,ARH - NNM,1,1,5,1,0.0,55,55.0
2017-08-03,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,ARH,NNM,ARH - NNM,1,1,4,1,0.0,55,55.0
2017-08-11,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,ARH,NNM,ARH - NNM,1,1,2,1,0.0,55,55.0
2017-08-06,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,ARH,HMA,ARH - HMA,1,1,5,1,-2.0,130,132.0
2017-08-08,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,ARH,TJM,ARH - TJM,1,1,2,1,-1.0,135,136.0
2017-08-12,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,SGC,OVB,SGC - OVB,1,1,2,1,0.0,75,75.0
2017-07-30,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,SGC,SVX,SGC - SVX,1,1,4,1,0.0,70,70.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,SGC,SVX,SGC - SVX,1,1,5,1,0.0,70,70.0
2017-07-27,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,SGC,SVX,SGC - SVX,1,1,3,1,0.0,70,70.0
2017-07-21,Julio,Viernes,5,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,SGC,SVX,SGC - SVX,1,1,2,1,1.0,70,69.0
2017-08-06,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,SGC,CEK,SGC - CEK,2,2,9,2,1.0,380,379.0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Tarde (16-19),4,Boeing 737-300,Corto y medio alcance,Demora minima,2,SGC,OVS,SGC - OVS,1,1,4,1,0.0,45,45.0
2017-08-11,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,SGC,VKT,SGC - VKT,1,1,2,1,-2.0,160,162.0
2017-08-10,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,SGC,VKT,SGC - VKT,1,1,5,1,-1.0,160,161.0
2017-08-06,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,SGC,VKT,SGC - VKT,1,1,4,1,-3.0,160,163.0
2017-08-15,Agosto,Martes,2,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,Demora minima,2,SGC,VKT,SGC - VKT,1,1,2,0,0.0,160,0.0
2017-07-20,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,SGC,IKT,SGC - IKT,1,1,4,1,0.0,180,180.0
2017-07-27,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,SGC,IKT,SGC - IKT,1,1,2,1,3.0,180,177.0
2017-08-06,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,SGC,IKT,SGC - IKT,1,1,2,1,-1.0,180,181.0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,SGC,HTA,SGC - HTA,1,1,2,1,-2.0,220,222.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,HTA,NUX,HTA - NUX,1,1,3,1,-1.0,220,221.0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,HTA,NUX,HTA - NUX,1,1,4,1,2.0,220,218.0
2017-07-31,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora leve,3,HTA,NUX,HTA - NUX,1,1,6,1,1.0,220,219.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,KRO,VKO,KRO - VKO,1,1,3,1,0.0,150,150.0
2017-07-25,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,KRO,VKO,KRO - VKO,1,1,4,1,-3.0,150,153.0
2017-07-30,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,KRO,VKO,KRO - VKO,1,1,5,1,2.0,150,148.0
2017-08-13,Agosto,Domingo,7,Fin de semana,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,KRO,SVO,KRO - SVO,1,1,1,1,2.0,150,148.0
2017-08-06,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,KRO,KJA,KRO - KJA,1,1,3,1,-1.0,145,146.0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,KRO,KJA,KRO - KJA,1,1,3,1,0.0,145,145.0
2017-07-24,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,KRO,KJA,KRO - KJA,1,1,4,1,-1.0,145,146.0
2017-08-15,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,KRO,OSW,KRO - OSW,1,1,3,1,1.0,130,129.0
2017-07-29,Julio,Sabado,6,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,KRO,OSW,KRO - OSW,1,1,3,1,-1.0,130,131.0
2017-08-07,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,KRO,EYK,KRO - EYK,1,1,2,1,-1.0,180,181.0
2017-07-17,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,KRO,EYK,KRO - EYK,1,1,3,1,3.0,180,177.0
2017-08-04,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,CEE,LED,CEE - LED,1,1,3,1,2.0,85,83.0
2017-07-22,Julio,Sabado,6,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,CEE,LED,CEE - LED,1,1,2,1,1.0,85,84.0
2017-07-29,Julio,Sabado,6,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora leve,3,CEE,LED,CEE - LED,1,1,6,1,-2.0,85,87.0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,CEE,LED,CEE - LED,1,1,5,1,0.0,85,85.0
2017-07-25,Julio,Martes,2,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,CEE,LED,CEE - LED,1,1,5,1,-1.0,85,86.0
2017-07-21,Julio,Viernes,5,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,OGZ,SVO,OGZ - SVO,1,1,4,1,0.0,130,130.0
2017-07-27,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora leve,3,OGZ,SVO,OGZ - SVO,1,1,9,1,-2.0,130,132.0
2017-08-03,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,OGZ,SVO,OGZ - SVO,1,1,2,1,-1.0,130,131.0
2017-08-06,Agosto,Domingo,7,Fin de semana,Tarde (16-19),4,Airbus A321-200,Corto y medio alcance,Salida puntual,1,DME,LED,DME - LED,1,1,0,1,0.0,55,55.0
2017-08-07,Agosto,Lunes,1,Dia laborable,Tarde (16-19),4,Airbus A321-200,Corto y medio alcance,Demora minima,2,DME,LED,DME - LED,1,1,4,1,0.0,55,55.0
2017-07-18,Julio,Martes,2,Dia laborable,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,Demora severa,5,DME,LED,DME - LED,1,0,203,1,0.0,55,55.0
2017-07-18,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Airbus A321-200,Corto y medio alcance,Demora minima,2,DME,LED,DME - LED,1,1,4,1,0.0,55,55.0
2017-07-30,Julio,Domingo,7,Fin de semana,Tarde (16-19),4,Airbus A321-200,Corto y medio alcance,Demora minima,2,DME,LED,DME - LED,1,1,5,1,-1.0,55,56.0
2017-08-01,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,Demora minima,2,DME,LED,DME - LED,1,1,4,1,1.0,55,54.0
2017-07-21,Julio,Viernes,5,Dia laborable,Manana (06-11),2,Boeing 777-300,Largo alcance,Demora minima,2,DME,OVB,DME - OVB,1,1,2,1,2.0,205,203.0
2017-08-11,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Boeing 777-300,Largo alcance,Salida puntual,1,DME,OVB,DME - OVB,1,1,0,1,4.0,205,201.0
2017-07-31,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Boeing 777-300,Largo alcance,Demora minima,2,DME,OVB,DME - OVB,1,1,5,1,-1.0,205,206.0
2017-07-27,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,Demora minima,2,DME,KZN,DME - KZN,1,1,3,1,0.0,55,55.0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,Demora minima,2,DME,KZN,DME - KZN,1,1,3,1,0.0,55,55.0
2017-07-19,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,CEK,DME - CEK,1,1,3,1,1.0,120,119.0
2017-07-20,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora severa,5,DME,CEK,DME - CEK,1,0,208,1,1.0,120,119.0
2017-08-05,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Boeing 767-300,Largo alcance,Demora minima,2,DME,KUF,DME - KUF,1,1,1,1,0.0,65,65.0
2017-07-25,Julio,Martes,2,Dia laborable,Tarde (16-19),4,Airbus A321-200,Corto y medio alcance,Demora minima,2,DME,ROV,DME - ROV,2,2,4,2,0.0,150,150.0
2017-07-18,Julio,Martes,2,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,DME,VOZ,DME - VOZ,1,1,2,1,0.0,35,35.0
2017-08-05,Agosto,Sabado,6,Fin de semana,Tarde (16-19),4,Cessna 208 Caravan,Regional,Demora minima,2,DME,TBW,DME - TBW,1,1,3,1,0.0,75,75.0
2017-08-12,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,DME,TBW,DME - TBW,1,1,2,1,0.0,75,75.0
2017-08-01,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora severa,5,DME,TBW,DME - TBW,1,0,166,1,1.0,75,74.0
2017-08-03,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,DME,GRV,DME - GRV,1,1,3,1,0.0,125,125.0
2017-08-11,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,DME,GRV,DME - GRV,1,1,1,1,0.0,125,125.0
2017-07-16,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,DME,NJC,DME - NJC,1,1,1,1,5.0,195,190.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora severa,5,DME,NJC,DME - NJC,1,0,176,1,3.0,195,192.0
2017-08-15,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,DME,NJC,DME - NJC,1,1,3,0,0.0,195,0.0
2017-08-14,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,DME,JOK,DME - JOK,1,1,2,1,0.0,125,125.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,DME,JOK,DME - JOK,1,1,4,1,0.0,125,125.0
2017-07-30,Julio,Domingo,7,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,DME,JOK,DME - JOK,1,1,4,1,1.0,125,124.0
2017-08-03,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Boeing 767-300,Largo alcance,Demora minima,2,DME,SCW,DME - SCW,1,1,1,1,-1.0,80,81.0
2017-07-19,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Boeing 767-300,Largo alcance,Demora minima,2,DME,SCW,DME - SCW,1,1,4,1,0.0,80,80.0
2017-08-07,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,DME,NAL,DME - NAL,1,1,2,1,1.0,120,119.0
2017-07-25,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,DME,NAL,DME - NAL,1,1,5,1,0.0,120,120.0
2017-07-31,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,DME,NAL,DME - NAL,1,1,3,1,0.0,120,120.0
2017-07-18,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,DME,PKV,DME - PKV,1,1,2,1,-1.0,125,126.0
2017-08-04,Agosto,Viernes,5,Dia laborable,Noche (20-23),5,Airbus A319-100,Largo alcance,Demora leve,3,DME,UUS,DME - UUS,1,1,7,1,-10.0,530,540.0
2017-07-24,Julio,Lunes,1,Dia laborable,Noche (20-23),5,Airbus A319-100,Largo alcance,Demora minima,2,DME,UUS,DME - UUS,1,1,1,1,-3.0,530,533.0
2017-08-12,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Airbus A319-100,Largo alcance,Demora minima,2,DME,ABA,DME - ABA,1,1,2,1,2.0,265,263.0
2017-07-28,Julio,Viernes,5,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,NUX,DME - NUX,1,1,3,1,0.0,190,190.0
2017-07-24,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,NUX,DME - NUX,1,1,1,1,-2.0,190,192.0
2017-07-25,Julio,Martes,2,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,ESL,DME - ESL,1,1,5,1,0.0,90,90.0
2017-08-04,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,ESL,DME - ESL,1,1,1,1,-1.0,90,91.0
2017-07-22,Julio,Sabado,6,Fin de semana,Tarde (16-19),4,Boeing 737-300,Corto y medio alcance,Demora minima,2,DME,MRV,DME - MRV,1,1,3,1,0.0,110,110.0
2017-08-11,Agosto,Viernes,5,Dia laborable,Tarde (16-19),4,Boeing 737-300,Corto y medio alcance,Demora minima,2,DME,MRV,DME - MRV,1,1,5,1,1.0,110,109.0
