Fecha,Mes,Dia,Orden de dia,Tipo de dia,Franja,Orden de franja,Aeronave,Alcance,Asientos,Estado,Estado descrito,Origen,Destino,Ruta,N vuelos,N operados,N cancelados
2017-07-27,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,NJC,LED,NJC - LED,1,1,0
2017-07-17,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,NJC,LED,NJC - LED,1,1,0
2017-07-17,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,NJC,OVS,NJC - OVS,1,1,0
2017-07-23,Julio,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,NJC,OVS,NJC - OVS,1,1,0
2017-07-29,Julio,Sabado,6,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,NJC,OVS,NJC - OVS,1,1,0
2017-07-18,Julio,Martes,2,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,NJC,OVS,NJC - OVS,1,1,0
2017-08-16,Agosto,Miercoles,3,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,On Time,"Vuelo proximo, sin demora anunciada",JOK,DME,JOK - DME,1,0,0
2017-08-24,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,JOK,SVO,JOK - SVO,1,0,0
2017-09-13,Septiembre,Miercoles,3,Dia laborable,Manana (06-11),2,Boeing 767-300,Largo alcance,222,Cancelled,Vuelo cancelado: no se opero,KXK,SVX,KXK - SVX,1,0,1
2017-09-10,Septiembre,Domingo,7,Fin de semana,Manana (06-11),2,Boeing 767-300,Largo alcance,222,Scheduled,Vuelo programado a futuro,KXK,SVX,KXK - SVX,1,0,0
2017-08-13,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,130,Arrived,Vuelo operado y finalizado,SCW,SVX,SCW - SVX,1,1,0
2017-08-11,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,130,Arrived,Vuelo operado y finalizado,SCW,SVX,SCW - SVX,1,1,0
2017-07-17,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,130,Arrived,Vuelo operado y finalizado,SCW,SVX,SCW - SVX,1,1,0
2017-08-10,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,130,Arrived,Vuelo operado y finalizado,SCW,SVX,SCW - SVX,1,1,0
2017-07-28,Julio,Viernes,5,Dia laborable,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,130,Arrived,Vuelo operado y finalizado,SCW,SVX,SCW - SVX,1,1,0
2017-07-23,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,SCW,NBC,SCW - NBC,2,2,0
2017-09-13,Septiembre,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,NAL,DME,NAL - DME,1,0,0
2017-08-08,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,NAL,GOJ,NAL - GOJ,1,1,0
2017-07-16,Julio,Domingo,7,Fin de semana,Madrugada (00-05),1,Airbus A319-100,Largo alcance,116,Arrived,Vuelo operado y finalizado,BTK,DME,BTK - DME,1,1,0
2017-08-19,Agosto,Sabado,6,Fin de semana,Madrugada (00-05),1,Airbus A319-100,Largo alcance,116,Scheduled,Vuelo programado a futuro,BTK,DME,BTK - DME,1,0,0
2017-08-26,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,NBC,OMS,NBC - OMS,1,0,0
2017-08-06,Agosto,Domingo,7,Fin de semana,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,NBC,SCW,NBC - SCW,2,2,0
2017-08-04,Agosto,Viernes,5,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,NBC,SCW,NBC - SCW,2,2,0
2017-08-21,Agosto,Lunes,1,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,NBC,SCW,NBC - SCW,2,0,0
2017-08-13,Agosto,Domingo,7,Fin de semana,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,NBC,SCW,NBC - SCW,2,2,0
2017-09-10,Septiembre,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Cancelled,Vuelo cancelado: no se opero,OSW,VKO,OSW - VKO,1,0,1
2017-08-12,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,BQS,KHV,BQS - KHV,1,1,0
2017-09-07,Septiembre,Jueves,4,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,BQS,KHV,BQS - KHV,1,0,0
2017-09-04,Septiembre,Lunes,1,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,PKV,DME,PKV - DME,1,0,0
2017-09-04,Septiembre,Lunes,1,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,PKV,SVO,PKV - SVO,1,0,0
2017-09-12,Septiembre,Martes,2,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,PKV,SVO,PKV - SVO,1,0,0
2017-09-05,Septiembre,Martes,2,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,PKV,SVO,PKV - SVO,1,0,0
2017-08-30,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Airbus A319-100,Largo alcance,116,Scheduled,Vuelo programado a futuro,UUS,DME,UUS - DME,1,0,0
2017-09-05,Septiembre,Martes,2,Dia laborable,Manana (06-11),2,Airbus A319-100,Largo alcance,116,Scheduled,Vuelo programado a futuro,UUS,DME,UUS - DME,1,0,0
2017-08-25,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Airbus A319-100,Largo alcance,116,Scheduled,Vuelo programado a futuro,UUS,DME,UUS - DME,1,0,0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Airbus A319-100,Largo alcance,116,Arrived,Vuelo operado y finalizado,UUS,DME,UUS - DME,1,1,0
2017-08-19,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Airbus A319-100,Largo alcance,116,Scheduled,Vuelo programado a futuro,UUS,SVO,UUS - SVO,1,0,0
2017-09-13,Septiembre,Miercoles,3,Dia laborable,Manana (06-11),2,Airbus A319-100,Largo alcance,116,Scheduled,Vuelo programado a futuro,UUS,SVO,UUS - SVO,1,0,0
2017-09-12,Septiembre,Martes,2,Dia laborable,Manana (06-11),2,Airbus A319-100,Largo alcance,116,Scheduled,Vuelo programado a futuro,UUS,SVO,UUS - SVO,1,0,0
2017-09-07,Septiembre,Jueves,4,Dia laborable,Manana (06-11),2,Airbus A319-100,Largo alcance,116,Scheduled,Vuelo programado a futuro,UUS,SVO,UUS - SVO,1,0,0
2017-07-20,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Airbus A319-100,Largo alcance,116,Arrived,Vuelo operado y finalizado,UUS,SVO,UUS - SVO,1,1,0
2017-08-20,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Airbus A319-100,Largo alcance,116,Scheduled,Vuelo programado a futuro,UUS,SVO,UUS - SVO,1,0,0
2017-08-15,Agosto,Martes,2,Dia laborable,Madrugada (00-05),1,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,UUS,KHV,UUS - KHV,1,1,0
2017-09-09,Septiembre,Sabado,6,Fin de semana,Madrugada (00-05),1,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,UUS,KHV,UUS - KHV,1,0,0
2017-08-21,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Boeing 767-300,Largo alcance,222,Scheduled,Vuelo programado a futuro,PKC,DME,PKC - DME,1,0,0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Airbus A319-100,Largo alcance,116,Arrived,Vuelo operado y finalizado,ABA,DME,ABA - DME,1,1,0
2017-08-23,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Airbus A319-100,Largo alcance,116,Scheduled,Vuelo programado a futuro,ABA,DME,ABA - DME,1,0,0
2017-08-19,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,ABA,OVB,ABA - OVB,1,0,0
2017-07-17,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,ABA,OVB,ABA - OVB,1,1,0
2017-08-28,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,ABA,OVB,ABA - OVB,1,0,0
2017-09-06,Septiembre,Miercoles,3,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,ABA,OVB,ABA - OVB,1,0,0
2017-08-20,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,ABA,OVB,ABA - OVB,1,0,0
2017-08-07,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,ABA,OVB,ABA - OVB,1,1,0
2017-08-30,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Boeing 737-300,Corto y medio alcance,130,Scheduled,Vuelo programado a futuro,ABA,GRV,ABA - GRV,1,0,0
2017-08-15,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,ABA,KYZ,ABA - KYZ,1,1,0
2017-08-26,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,ABA,KYZ,ABA - KYZ,1,0,0
2017-08-18,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,ABA,TOF,ABA - TOF,1,0,0
2017-08-21,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,ABA,TOF,ABA - TOF,1,0,0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,ABA,TOF,ABA - TOF,1,1,0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,NUX,SVO,NUX - SVO,1,1,0
2017-07-24,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,NUX,KJA,NUX - KJA,1,1,0
2017-08-15,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,NUX,NOJ,NUX - NOJ,1,1,0
2017-08-18,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,NUX,NOJ,NUX - NOJ,1,0,0
2017-09-06,Septiembre,Miercoles,3,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,NUX,NOJ,NUX - NOJ,1,0,0
2017-08-14,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,NUX,NOJ,NUX - NOJ,1,1,0
2017-08-23,Agosto,Miercoles,3,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,NUX,HMA,NUX - HMA,1,0,0
2017-07-16,Julio,Domingo,7,Fin de semana,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,NUX,HMA,NUX - HMA,1,1,0
2017-08-24,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,NUX,HMA,NUX - HMA,1,0,0
2017-08-24,Agosto,Jueves,4,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,NUX,HMA,NUX - HMA,1,0,0
2017-07-27,Julio,Jueves,4,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,NUX,HMA,NUX - HMA,1,1,0
2017-09-06,Septiembre,Miercoles,3,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,NUX,HTA,NUX - HTA,1,0,0
2017-07-25,Julio,Martes,2,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,NUX,HTA,NUX - HTA,1,1,0
2017-08-12,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,NOJ,VKO,NOJ - VKO,1,1,0
2017-08-04,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,NOJ,NUX,NOJ - NUX,1,1,0
2017-09-03,Septiembre,Domingo,7,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,NOJ,NUX,NOJ - NUX,1,0,0
2017-09-04,Septiembre,Lunes,1,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,ESL,SVO,ESL - SVO,1,0,0
2017-09-14,Septiembre,Jueves,4,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Cancelled,Vuelo cancelado: no se opero,ESL,SVO,ESL - SVO,1,0,1
2017-08-01,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,ESL,SVO,ESL - SVO,1,1,0
2017-08-10,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,ESL,LED,ESL - LED,1,1,0
2017-09-02,Septiembre,Sabado,6,Fin de semana,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,ESL,GDZ,ESL - GDZ,1,0,0
2017-07-18,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,ESL,REN,ESL - REN,1,1,0
2017-07-31,Julio,Lunes,1,Dia laborable,Madrugada (00-05),1,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,MJZ,OVB,MJZ - OVB,1,1,0
2017-08-22,Agosto,Martes,2,Dia laborable,Madrugada (00-05),1,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,MJZ,OVB,MJZ - OVB,1,0,0
2017-08-14,Agosto,Lunes,1,Dia laborable,Madrugada (00-05),1,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,MJZ,OVB,MJZ - OVB,1,1,0
2017-08-05,Agosto,Sabado,6,Fin de semana,Madrugada (00-05),1,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,MJZ,OVB,MJZ - OVB,1,1,0
2017-09-10,Septiembre,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,MJZ,YKS,MJZ - YKS,1,0,0
2017-08-18,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,MJZ,YKS,MJZ - YKS,1,0,0
2017-08-04,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,MJZ,YKS,MJZ - YKS,1,1,0
2017-08-03,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,MJZ,CNN,MJZ - CNN,2,2,0
2017-07-26,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,MJZ,CNN,MJZ - CNN,2,2,0
2017-08-27,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,GDX,IKT,GDX - IKT,1,0,0
2017-09-13,Septiembre,Miercoles,3,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Cancelled,Vuelo cancelado: no se opero,GDX,IKT,GDX - IKT,1,0,1
2017-08-27,Agosto,Domingo,7,Fin de semana,Madrugada (00-05),1,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,CNN,MJZ,CNN - MJZ,1,0,0
2017-08-01,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,CNN,MJZ,CNN - MJZ,1,1,0
2017-08-23,Agosto,Miercoles,3,Dia laborable,Madrugada (00-05),1,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,CNN,MJZ,CNN - MJZ,1,0,0
2017-08-28,Agosto,Lunes,1,Dia laborable,Madrugada (00-05),1,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,CNN,MJZ,CNN - MJZ,1,0,0
2017-08-19,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Boeing 737-300,Corto y medio alcance,130,Scheduled,Vuelo programado a futuro,MRV,DME,MRV - DME,1,0,0
2017-09-14,Septiembre,Jueves,4,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Cancelled,Vuelo cancelado: no se opero,MRV,PEE,MRV - PEE,1,0,1
2017-09-03,Septiembre,Domingo,7,Fin de semana,Noche (20-23),5,Boeing 767-300,Largo alcance,222,Scheduled,Vuelo programado a futuro,MRV,GDX,MRV - GDX,1,0,0
2017-08-05,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,MRV,MCX,MRV - MCX,1,1,0
2017-08-31,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,MRV,MCX,MRV - MCX,1,0,0
2017-07-21,Julio,Viernes,5,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,MRV,MCX,MRV - MCX,1,1,0
2017-08-31,Agosto,Jueves,4,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,GOJ,SVO,GOJ - SVO,1,0,0
2017-09-12,Septiembre,Martes,2,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,GOJ,SVO,GOJ - SVO,1,0,0
2017-08-10,Agosto,Jueves,4,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,GOJ,SVO,GOJ - SVO,1,1,0
2017-09-08,Septiembre,Viernes,5,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,GOJ,SVO,GOJ - SVO,1,0,0
2017-09-03,Septiembre,Domingo,7,Fin de semana,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,GOJ,LED,GOJ - LED,1,0,0
2017-08-16,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,On Time,"Vuelo proximo, sin demora anunciada",GOJ,NAL,GOJ - NAL,1,0,0
2017-08-21,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,GOJ,NAL,GOJ - NAL,1,0,0
2017-09-14,Septiembre,Jueves,4,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,GOJ,NAL,GOJ - NAL,1,0,0
2017-08-28,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,GOJ,AER,GOJ - AER,1,0,0
2017-08-05,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,GOJ,AER,GOJ - AER,1,1,0
2017-07-26,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,GOJ,AER,GOJ - AER,1,1,0
2017-08-15,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,UIK,KJA,UIK - KJA,1,1,0
2017-08-18,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,UIK,KJA,UIK - KJA,1,0,0
2017-08-18,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,UIK,KJA,UIK - KJA,1,0,0
2017-08-21,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,UIK,KJA,UIK - KJA,1,0,0
2017-09-01,Septiembre,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,UIK,KJA,UIK - KJA,1,0,0
2017-07-26,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,UIK,KJA,UIK - KJA,1,1,0
2017-09-08,Septiembre,Viernes,5,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,UIK,KJA,UIK - KJA,1,0,0
2017-08-03,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,UIK,KJA,UIK - KJA,1,1,0
2017-08-27,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,UIK,KHV,UIK - KHV,1,0,0
2017-08-22,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,NSK,SVX,NSK - SVX,1,0,0
2017-09-09,Septiembre,Sabado,6,Fin de semana,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,130,Scheduled,Vuelo programado a futuro,AAQ,SVO,AAQ - SVO,1,0,0
2017-07-26,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,130,Arrived,Vuelo operado y finalizado,AAQ,SVO,AAQ - SVO,1,1,0
2017-08-26,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,AAQ,EGO,AAQ - EGO,1,0,0
2017-09-01,Septiembre,Viernes,5,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,UCT,UFA,UCT - UFA,2,0,0
2017-07-22,Julio,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,UCT,TJM,UCT - TJM,1,1,0
2017-08-28,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,UCT,TJM,UCT - TJM,1,0,0
2017-08-27,Agosto,Domingo,7,Fin de semana,Tarde (16-19),4,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,NNM,DME,NNM - DME,1,0,0
2017-07-17,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,NNM,SVO,NNM - SVO,1,1,0
2017-09-10,Septiembre,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,NNM,ARH,NNM - ARH,1,0,0
2017-07-31,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,KGP,SVX,KGP - SVX,2,2,0
2017-09-10,Septiembre,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,KGP,NUX,KGP - NUX,1,0,0
2017-07-30,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,KGP,NUX,KGP - NUX,1,1,0
2017-07-31,Julio,Lunes,1,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,URJ,DME,URJ - DME,1,1,0
2017-08-29,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,URJ,TJM,URJ - TJM,1,0,0
2017-07-19,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,URJ,TJM,URJ - TJM,1,1,0
2017-07-18,Julio,Martes,2,Dia laborable,Manana (06-11),2,Boeing 737-300,Corto y medio alcance,130,Arrived,Vuelo operado y finalizado,PYJ,LED,PYJ - LED,1,1,0
2017-08-14,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,PYJ,OVB,PYJ - OVB,1,1,0
2017-07-20,Julio,Jueves,4,Dia laborable,Madrugada (00-05),1,Airbus A319-100,Largo alcance,116,Arrived,Vuelo operado y finalizado,DYR,SVO,DYR - SVO,1,1,0
2017-08-21,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,SLY,VKO,SLY - VKO,1,0,0
2017-08-21,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,SLY,OVB,SLY - OVB,1,0,0
